document_id,parser,chunker,query_id,question_type,n_evidence,n_present_in_corpus,coverage,n_chunks
D2,normal,basic,D2-Q038,procedural,1,1,1.0,49
D2,normal,basic,D2-Q039,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q040,procedural,1,1,1.0,49
D2,normal,basic,D2-Q041,procedural,1,1,1.0,49
D2,normal,basic,D2-Q042,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q043,procedural,1,1,1.0,49
D2,normal,basic,D2-Q044,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q045,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q046,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q047,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q048,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q049,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q050,procedural,1,1,1.0,49
D2,normal,basic,D2-Q051,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q052,procedural,1,1,1.0,49
D2,normal,basic,D2-Q053,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q054,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q055,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q056,procedural,1,1,1.0,49
D2,normal,basic,D2-Q057,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q058,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q059,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q060,negation,1,1,1.0,49
D2,normal,basic,D2-Q061,procedural,1,1,1.0,49
D2,normal,basic,D2-Q062,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q063,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q064,negation,1,1,1.0,49
D2,normal,basic,D2-Q065,numerical,1,1,1.0,49
D2,normal,basic,D2-Q066,numerical,1,1,1.0,49
D2,normal,basic,D2-Q067,numerical,1,1,1.0,49
D2,normal,basic,D2-Q068,numerical,1,1,1.0,49
D2,normal,basic,D2-Q069,numerical,1,1,1.0,49
D2,normal,basic,D2-Q070,numerical,1,1,1.0,49
D2,normal,basic,D2-Q071,negative_query,1,1,1.0,49
D2,normal,basic,D2-Q072,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q073,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q074,procedural,1,1,1.0,49
D2,normal,basic,D2-Q075,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q076,negation,1,1,1.0,49
D2,normal,basic,D2-Q077,procedural,1,1,1.0,49
D2,normal,basic,D2-Q078,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q079,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q080,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q081,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q082,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q083,procedural,1,1,1.0,49
D2,normal,basic,D2-Q084,procedural,1,1,1.0,49
D2,normal,basic,D2-Q085,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q086,procedural,1,1,1.0,49
D2,normal,basic,D2-Q087,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q088,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q089,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q090,procedural,1,1,1.0,49
D2,normal,basic,D2-Q091,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q092,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q093,procedural,1,1,1.0,49
D2,normal,basic,D2-Q094,procedural,1,1,1.0,49
D2,normal,basic,D2-Q095,procedural,1,1,1.0,49
D2,normal,basic,D2-Q096,negative_query,1,1,1.0,49
D2,normal,basic,D2-Q097,numerical,1,1,1.0,49
D2,normal,basic,D2-Q098,procedural,1,1,1.0,49
D2,normal,basic,D2-Q099,procedural,1,1,1.0,49
D2,normal,basic,D2-Q100,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q101,temporal,1,1,1.0,49
D2,normal,basic,D2-Q102,numerical,1,1,1.0,49
D2,normal,basic,D2-Q103,negation,1,1,1.0,49
D2,normal,basic,D2-Q104,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q105,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q106,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q107,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q108,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q109,procedural,1,1,1.0,49
D2,normal,basic,D2-Q110,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q111,procedural,1,1,1.0,49
D2,normal,basic,D2-Q112,temporal,1,1,1.0,49
D2,normal,basic,D2-Q113,procedural,1,1,1.0,49
D2,normal,basic,D2-Q114,exact_fact,1,0,0.0,49
D2,normal,basic,D2-Q115,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q116,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q117,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q118,procedural,1,1,1.0,49
D2,normal,basic,D2-Q119,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q120,negation,1,1,1.0,49
D2,normal,basic,D2-Q121,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q122,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q123,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q124,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q125,procedural,1,1,1.0,49
D2,normal,basic,D2-Q126,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q127,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q128,paraphrase,1,1,1.0,49
D2,normal,basic,D2-Q129,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q130,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q131,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q132,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q133,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q134,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q135,table_lookup,1,1,1.0,49
D2,normal,basic,D2-Q136,table_context,1,1,1.0,49
D2,normal,basic,D2-Q137,table_context,1,1,1.0,49
D2,normal,basic,D2-Q138,table_context,1,1,1.0,49
D2,normal,basic,D2-Q139,table_context,1,1,1.0,49
D2,normal,basic,D2-Q140,table_context,1,1,1.0,49
D2,normal,basic,D2-Q141,table_context,1,1,1.0,49
D2,normal,basic,D2-Q142,table_context,1,1,1.0,49
D2,normal,basic,D2-Q143,table_context,1,1,1.0,49
D2,normal,basic,D2-Q144,table_context,1,1,1.0,49
D2,normal,basic,D2-Q145,table_context,1,1,1.0,49
D2,normal,basic,D2-Q146,table_context,1,1,1.0,49
D2,normal,basic,D2-Q147,table_context,1,1,1.0,49
D2,normal,basic,D2-Q148,table_context,1,1,1.0,49
D2,normal,basic,D2-Q149,table_context,1,1,1.0,49
D2,normal,basic,D2-Q150,temporal,1,1,1.0,49
D2,normal,basic,D2-Q151,table_context,1,1,1.0,49
D2,normal,basic,D2-Q152,table_context,1,1,1.0,49
D2,normal,basic,D2-Q153,table_context,1,1,1.0,49
D2,normal,basic,D2-Q154,table_context,1,1,1.0,49
D2,normal,basic,D2-Q155,table_context,1,1,1.0,49
D2,normal,basic,D2-Q156,table_context,1,1,1.0,49
D2,normal,basic,D2-Q157,table_context,1,1,1.0,49
D2,normal,basic,D2-Q158,table_context,1,1,1.0,49
D2,normal,basic,D2-Q159,table_context,1,1,1.0,49
D2,normal,basic,D2-Q160,table_context,1,1,1.0,49
D2,normal,basic,D2-Q161,table_context,1,1,1.0,49
D2,normal,basic,D2-Q162,table_context,1,1,1.0,49
D2,normal,basic,D2-Q163,table_context,1,1,1.0,49
D2,normal,basic,D2-Q164,table_context,1,1,1.0,49
D2,normal,basic,D2-Q165,table_context,1,1,1.0,49
D2,normal,basic,D2-Q166,table_context,1,1,1.0,49
D2,normal,basic,D2-Q167,table_context,1,1,1.0,49
D2,normal,basic,D2-Q168,table_context,1,1,1.0,49
D2,normal,basic,D2-Q169,table_context,1,1,1.0,49
D2,normal,basic,D2-Q170,table_context,1,1,1.0,49
D2,normal,basic,D2-Q171,table_context,1,1,1.0,49
D2,normal,basic,D2-Q172,table_context,1,1,1.0,49
D2,normal,basic,D2-Q173,table_context,1,1,1.0,49
D2,normal,basic,D2-Q174,table_context,1,1,1.0,49
D2,normal,basic,D2-Q175,table_context,1,1,1.0,49
D2,normal,basic,D2-Q176,table_context,1,1,1.0,49
D2,normal,basic,D2-Q177,table_context,1,1,1.0,49
D2,normal,basic,D2-Q178,table_context,1,1,1.0,49
D2,normal,basic,D2-Q179,table_context,1,1,1.0,49
D2,normal,basic,D2-Q180,table_context,1,1,1.0,49
D2,normal,basic,D2-Q181,table_context,1,1,1.0,49
D2,normal,basic,D2-Q182,table_context,1,1,1.0,49
D2,normal,basic,D2-Q183,procedural,1,1,1.0,49
D2,normal,basic,D2-Q184,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q185,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q186,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q187,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q188,list_membership,1,1,1.0,49
D2,normal,basic,D2-Q189,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q190,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q191,procedural,1,1,1.0,49
D2,normal,basic,D2-Q192,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q193,procedural,1,1,1.0,49
D2,normal,basic,D2-Q194,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q195,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q196,exact_fact,1,1,1.0,49
D2,normal,basic,D2-Q197,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q198,conditional_exception,1,1,1.0,49
D2,normal,basic,D2-Q199,negation,1,1,1.0,49
D2,normal,basic,D2-Q200,procedural,1,1,1.0,49
D2,normal,medium,D2-Q001,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q002,temporal,1,1,1.0,257
D2,normal,medium,D2-Q003,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q004,negative_query,1,0,0.0,257
D2,normal,medium,D2-Q005,negative_query,1,1,1.0,257
D2,normal,medium,D2-Q006,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q007,negation,1,1,1.0,257
D2,normal,medium,D2-Q008,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q009,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q010,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q011,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q012,negation,1,1,1.0,257
D2,normal,medium,D2-Q013,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q014,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q015,list_membership,1,0,0.0,257
D2,normal,medium,D2-Q016,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q017,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q018,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q019,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q020,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q021,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q022,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q023,procedural,1,1,1.0,257
D2,normal,medium,D2-Q024,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q025,procedural,1,1,1.0,257
D2,normal,medium,D2-Q026,procedural,1,1,1.0,257
D2,normal,medium,D2-Q027,procedural,1,1,1.0,257
D2,normal,medium,D2-Q028,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q029,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q030,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q031,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q032,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q033,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q034,procedural,1,1,1.0,257
D2,normal,medium,D2-Q035,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q036,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q037,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q038,procedural,1,1,1.0,257
D2,normal,medium,D2-Q039,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q040,procedural,1,1,1.0,257
D2,normal,medium,D2-Q041,procedural,1,1,1.0,257
D2,normal,medium,D2-Q042,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q043,procedural,1,1,1.0,257
D2,normal,medium,D2-Q044,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q045,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q046,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q047,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q048,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q049,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q050,procedural,1,1,1.0,257
D2,normal,medium,D2-Q051,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q052,procedural,1,1,1.0,257
D2,normal,medium,D2-Q053,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q054,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q055,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q056,procedural,1,1,1.0,257
D2,normal,medium,D2-Q057,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q058,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q059,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q060,negation,1,1,1.0,257
D2,normal,medium,D2-Q061,procedural,1,1,1.0,257
D2,normal,medium,D2-Q062,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q063,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q064,negation,1,1,1.0,257
D2,normal,medium,D2-Q065,numerical,1,1,1.0,257
D2,normal,medium,D2-Q066,numerical,1,1,1.0,257
D2,normal,medium,D2-Q067,numerical,1,1,1.0,257
D2,normal,medium,D2-Q068,numerical,1,1,1.0,257
D2,normal,medium,D2-Q069,numerical,1,1,1.0,257
D2,normal,medium,D2-Q070,numerical,1,1,1.0,257
D2,normal,medium,D2-Q071,negative_query,1,1,1.0,257
D2,normal,medium,D2-Q072,exact_fact,1,0,0.0,257
D2,normal,medium,D2-Q073,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q074,procedural,1,1,1.0,257
D2,normal,medium,D2-Q075,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q076,negation,1,1,1.0,257
D2,normal,medium,D2-Q077,procedural,1,0,0.0,257
D2,normal,medium,D2-Q078,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q079,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q080,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q081,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q082,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q083,procedural,1,1,1.0,257
D2,normal,medium,D2-Q084,procedural,1,1,1.0,257
D2,normal,medium,D2-Q085,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q086,procedural,1,1,1.0,257
D2,normal,medium,D2-Q087,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q088,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q089,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q090,procedural,1,1,1.0,257
D2,normal,medium,D2-Q091,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q092,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q093,procedural,1,1,1.0,257
D2,normal,medium,D2-Q094,procedural,1,1,1.0,257
D2,normal,medium,D2-Q095,procedural,1,1,1.0,257
D2,normal,medium,D2-Q096,negative_query,1,1,1.0,257
D2,normal,medium,D2-Q097,numerical,1,1,1.0,257
D2,normal,medium,D2-Q098,procedural,1,1,1.0,257
D2,normal,medium,D2-Q099,procedural,1,1,1.0,257
D2,normal,medium,D2-Q100,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q101,temporal,1,1,1.0,257
D2,normal,medium,D2-Q102,numerical,1,1,1.0,257
D2,normal,medium,D2-Q103,negation,1,1,1.0,257
D2,normal,medium,D2-Q104,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q105,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q106,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q107,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q108,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q109,procedural,1,0,0.0,257
D2,normal,medium,D2-Q110,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q111,procedural,1,1,1.0,257
D2,normal,medium,D2-Q112,temporal,1,1,1.0,257
D2,normal,medium,D2-Q113,procedural,1,1,1.0,257
D2,normal,medium,D2-Q114,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q115,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q116,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q117,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q118,procedural,1,1,1.0,257
D2,normal,medium,D2-Q119,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q120,negation,1,1,1.0,257
D2,normal,medium,D2-Q121,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q122,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q123,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q124,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q125,procedural,1,1,1.0,257
D2,normal,medium,D2-Q126,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q127,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q128,paraphrase,1,1,1.0,257
D2,normal,medium,D2-Q129,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q130,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q131,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q132,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q133,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q134,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q135,table_lookup,1,1,1.0,257
D2,normal,medium,D2-Q136,table_context,1,1,1.0,257
D2,normal,medium,D2-Q137,table_context,1,1,1.0,257
D2,normal,medium,D2-Q138,table_context,1,1,1.0,257
D2,normal,medium,D2-Q139,table_context,1,1,1.0,257
D2,normal,medium,D2-Q140,table_context,1,1,1.0,257
D2,normal,medium,D2-Q141,table_context,1,1,1.0,257
D2,normal,medium,D2-Q142,table_context,1,1,1.0,257
D2,normal,medium,D2-Q143,table_context,1,1,1.0,257
D2,normal,medium,D2-Q144,table_context,1,1,1.0,257
D2,normal,medium,D2-Q145,table_context,1,1,1.0,257
D2,normal,medium,D2-Q146,table_context,1,1,1.0,257
D2,normal,medium,D2-Q147,table_context,1,1,1.0,257
D2,normal,medium,D2-Q148,table_context,1,1,1.0,257
D2,normal,medium,D2-Q149,table_context,1,1,1.0,257
D2,normal,medium,D2-Q150,temporal,1,1,1.0,257
D2,normal,medium,D2-Q151,table_context,1,1,1.0,257
D2,normal,medium,D2-Q152,table_context,1,1,1.0,257
D2,normal,medium,D2-Q153,table_context,1,1,1.0,257
D2,normal,medium,D2-Q154,table_context,1,1,1.0,257
D2,normal,medium,D2-Q155,table_context,1,1,1.0,257
D2,normal,medium,D2-Q156,table_context,1,1,1.0,257
D2,normal,medium,D2-Q157,table_context,1,1,1.0,257
D2,normal,medium,D2-Q158,table_context,1,1,1.0,257
D2,normal,medium,D2-Q159,table_context,1,1,1.0,257
D2,normal,medium,D2-Q160,table_context,1,1,1.0,257
D2,normal,medium,D2-Q161,table_context,1,1,1.0,257
D2,normal,medium,D2-Q162,table_context,1,1,1.0,257
D2,normal,medium,D2-Q163,table_context,1,1,1.0,257
D2,normal,medium,D2-Q164,table_context,1,1,1.0,257
D2,normal,medium,D2-Q165,table_context,1,1,1.0,257
D2,normal,medium,D2-Q166,table_context,1,1,1.0,257
D2,normal,medium,D2-Q167,table_context,1,1,1.0,257
D2,normal,medium,D2-Q168,table_context,1,1,1.0,257
D2,normal,medium,D2-Q169,table_context,1,1,1.0,257
D2,normal,medium,D2-Q170,table_context,1,1,1.0,257
D2,normal,medium,D2-Q171,table_context,1,1,1.0,257
D2,normal,medium,D2-Q172,table_context,1,1,1.0,257
D2,normal,medium,D2-Q173,table_context,1,1,1.0,257
D2,normal,medium,D2-Q174,table_context,1,1,1.0,257
D2,normal,medium,D2-Q175,table_context,1,1,1.0,257
D2,normal,medium,D2-Q176,table_context,1,1,1.0,257
D2,normal,medium,D2-Q177,table_context,1,1,1.0,257
D2,normal,medium,D2-Q178,table_context,1,1,1.0,257
D2,normal,medium,D2-Q179,table_context,1,1,1.0,257
D2,normal,medium,D2-Q180,table_context,1,1,1.0,257
D2,normal,medium,D2-Q181,table_context,1,1,1.0,257
D2,normal,medium,D2-Q182,table_context,1,1,1.0,257
D2,normal,medium,D2-Q183,procedural,1,1,1.0,257
D2,normal,medium,D2-Q184,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q185,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q186,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q187,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q188,list_membership,1,1,1.0,257
D2,normal,medium,D2-Q189,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q190,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q191,procedural,1,1,1.0,257
D2,normal,medium,D2-Q192,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q193,procedural,1,1,1.0,257
D2,normal,medium,D2-Q194,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q195,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q196,exact_fact,1,1,1.0,257
D2,normal,medium,D2-Q197,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q198,conditional_exception,1,1,1.0,257
D2,normal,medium,D2-Q199,negation,1,1,1.0,257
D2,normal,medium,D2-Q200,procedural,1,1,1.0,257
D2,normal,advanced,D2-Q001,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q002,temporal,1,1,1.0,63
D2,normal,advanced,D2-Q003,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q004,negative_query,1,1,1.0,63
D2,normal,advanced,D2-Q005,negative_query,1,1,1.0,63
D2,normal,advanced,D2-Q006,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q007,negation,1,1,1.0,63
D2,normal,advanced,D2-Q008,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q009,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q010,paraphrase,1,1,1.0,63
D2,normal,advanced,D2-Q011,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q012,negation,1,1,1.0,63
D2,normal,advanced,D2-Q013,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q014,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q015,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q016,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q017,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q018,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q019,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q020,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q021,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q022,paraphrase,1,1,1.0,63
D2,normal,advanced,D2-Q023,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q024,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q025,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q026,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q027,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q028,paraphrase,1,1,1.0,63
D2,normal,advanced,D2-Q029,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q030,paraphrase,1,1,1.0,63
D2,normal,advanced,D2-Q031,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q032,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q033,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q034,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q035,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q036,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q037,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q038,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q039,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q040,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q041,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q042,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q043,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q044,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q045,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q046,paraphrase,1,1,1.0,63
D2,normal,advanced,D2-Q047,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q048,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q049,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q050,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q051,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q052,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q053,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q054,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q055,list_membership,1,1,1.0,63
D2,normal,advanced,D2-Q056,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q057,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q058,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q059,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q060,negation,1,1,1.0,63
D2,normal,advanced,D2-Q061,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q062,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q063,paraphrase,1,1,1.0,63
D2,normal,advanced,D2-Q064,negation,1,1,1.0,63
D2,normal,advanced,D2-Q065,numerical,1,1,1.0,63
D2,normal,advanced,D2-Q066,numerical,1,1,1.0,63
D2,normal,advanced,D2-Q067,numerical,1,1,1.0,63
D2,normal,advanced,D2-Q068,numerical,1,1,1.0,63
D2,normal,advanced,D2-Q069,numerical,1,1,1.0,63
D2,normal,advanced,D2-Q070,numerical,1,1,1.0,63
D2,normal,advanced,D2-Q071,negative_query,1,1,1.0,63
D2,normal,advanced,D2-Q072,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q073,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q074,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q075,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q076,negation,1,1,1.0,63
D2,normal,advanced,D2-Q077,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q078,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q079,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q080,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q081,exact_fact,1,1,1.0,63
D2,normal,advanced,D2-Q082,conditional_exception,1,1,1.0,63
D2,normal,advanced,D2-Q083,procedural,1,1,1.0,63
D2,normal,advanced,D2-Q084,procedural,1,1,1.0,63
